block_number,reserveA,reserveB,total_reserveA,total_reserveB
18352368,173477827094469838902,1981636247199032800294,187557358037721632511,2142466650300142205725
18352520,173338023127906736950,1979235478241746650889,187422814558802383362,2140060659010615673012
18352712,164588015588394413376,1987925513241655583251,177961814537727865276,2149456813350599132250
18352736,156037544121741529937,1996417413683965058184,168716564135268362200,2158638733469050876781
18352810,147422222127934212908,2004973754311712780225,159401193697368411299,2167890329938412746500
18352834,138872843598316843625,2013464636556162638690,150157125039869622721,2177071149124102114653
18352875,138882092100082007510,2013455454989831671917,150167125039869622720,2177061221498456249757
18352893,150905144394795058290,2001519451887389411589,163167125039869622718,2164155343978487206343
18352898,150908843795501123844,2001515779281242431253,163171125039869622717,2164151372950270707692
18352911,142362321907987304496,2010003810769016214182,153930145144395306018,2173329109737590630305
18352925,133628423721839427217,2018677971513126562246,144486563461743044624,2182708099939855721486
18352925,133628423721839427217,2018677971513126562246,144486563461743044624,2182708099939855721486
18352940,133630273422192459994,2018676135195413205878,144488563461743044623,2182706114409918025865
18352949,133618377621764754104,2018687949654692741786,144475701053614937297,2182718888867424253688
18352965,133608863629820814056,2018697398591874046771,144465413990709487920,2182729105589463380148
18352973,133618112131585977941,2018688217003240064924,144475413990709487919,2182719177939702241622
18352994,272641590665529500508,1880675002766494701208,294795413990709487918,2033491532488417902460
18353002,260622672014218228592,1892611005868936961535,281799883518322434873,2046397410008386945871
18353011,270426083885291946921,1882879114255976211747,292399883518322434872,2035874741731869296515
18353077,261963655387545357605,1891283164248937609185,283249830123055949275,2044961673006096583282
18353082,253417590921574568268,1899770306546441296907,274009344817467264614,2054138448350911899907
18353128,253440712175987477981,1899747353843792041673,274034344817467264613,2054113630598553663201
18353149,253430011244419888910,1899757981016991661534,274022774368718586184,2054125121295608670515
18353161,258054262127001831518,1895167445385287346777,279022774368718586183,2049161576120112918646
18353166,253431860757077125764,1899757981016991661533,274024774165771340575,2054125121295608670512
18353190,244884293687402037625,1908246648979360207143,264782664160590816483,2063303546275038973722
18353230,255057645629082311362,1898147443692521089926,275782664160590816482,2052383717806303035309
18353241,244888362608026544103,1908246648979360207142,264787063706298676738,2063303546275038973719
18353321,253212014196674040797,1899983659323956699184,273787063706298676736,2054369137367287539446
18353342,244891691726864761425,1908246648979360207141,264790663336728285384,2063303546275038973716
18353390,244882737917468010678,1908255541107864265948,264780981974682730230,2063313160944236045806
18353418,244891986419233174563,1908246359990614525746,264790981974682730229,2063303233804162047548
18353476,257839888890462613865,1895392834255535529917,278790981974682730227,2049405279236543246968
18353517,244897165040904492425,1908246359990614525745,264796581391542684835,2063303233804162047545
18353581,249428930905834796180,1903747617259797617672,269696581391542684833,2058438940273114438458
18353587,244898977563354522181,1908246359990614525744,264798541192704054495,2063303233804162047542
18353589,244942897959896215724,1908202759598416512698,264846030394368185079,2063256090609182897922
18353601,244955355691773891477,1908190392633829033163,264859500394368185078,2063242718751879413490
18353606,244910032811037458842,1908235403293930750134,264810494747954028281,2063291386807792272336
18353610,244897580062014623601,1908247770258518229668,264797030135696786011,2063304758665095756765
18353676,245406247659098637287,1907742808871224076189,265347030135696786009,2062758766027459918602
18353704,245415496160863801172,1907733627756188611917,265357030135696786008,2062748838889780119952
18353788,245730786403587766409,1907420634814756583561,265697939669727002234,2062410413327046303399
18353829,245737260354823381128,1907414208035189987661,265704939669727002233,2062403464331706535502
18353889,256123131840040347467,1897104036670528331077,276939953922756098018,2051294237766602920330
18353915,263568035264438974273,1889713427759463129308,284989953922756098017,2043302945154384700266
18353919,253186282037439705270,1900023599124124785891,273764406899075954236,2054451092384008505949
18354001,245744088785360778896,1907414509079606033243,265706460617511878658,2062358287611524487976
18354005,245717048103181792737,1907441363473834626158,265677223356953652559,2062387323451522816447
18354024,253180753697275871670,1900032053969731108576,273747223356953652558,2054376138264177161461
18354031,245720034385514270404,1907441362375693559585,265680452222042083188,2062387322264177161460
18354053,259593093110596201507,1893669432000936260033,280680452222042083186,2047496665508873944408
18354055,259597717463504562150,1893664841372177501299,280685452222042083184,2047491701972515744903
18354077,259616214875138004724,1893646478857240402315,280705452222042083182,2047471847827188838410
18354081,245748704646126449038,1907418409231997701866,265711451435532411699,2062362504582492055459
18354109,245757953351943170325,1907409227915840626586,265721451435532411698,2062352577446372669079
18354148,254081788586992328987,1899146059256714850034,274721451435532411697,2053418172111318870941
18354155,245761282544234876714,1907409227915840626585,265725051065964690495,2062352577446372669076
18354171,222642205159498371526,1930369156112612141204,240727956507136638083,2087177594753400523397
18354184,225971739253518034990,1927063849587331593192,244327956507136638081,2083603790384680429592
18354200,225985612312243116921,1927050077487433989954,244342956507136638080,2083588899544631539900
18354202,222655830774453308067,1930356952252202686264,240742688962925535569,2087164399544631539898
18354264,231904536591174595469,1921175557829804773720,250742688962925535567,2077237178802245809095
18354291,231904545839880412190,1921175548648429944459,250742698962925535566,2077237168875046251442
18354296,222659539124491111957,1930356943070827857002,240746698550981736189,2087164389617431982242
18354301,230430301751700337631,1922642732859242086777,249148698550981736186,2078823535919135309166
18354301,230430301751700337631,1922642732859242086777,249148698550981736186,2078823535919135309166
18354308,222664496105656225392,1930355106794611860210,240752058199416170562,2087162404176168755033
18354330,226798667605730640860,1926251018661353833184,245222058199416170560,2082724931285812570200
18354380,222673108933600820781,1930348195338161363503,240761370667684999851,2087154931285812570198
18354410,223043057166269672277,1929980938811937308624,241161370667684999850,2086757841645919310884
18354432,225355233620449994127,1927685586943100379230,243661370667684999848,2084276032932004953573
18354435,223910649380241799651,1929120233159179688896,242099439443106049152,2085827218843319731389
18354481,236118941058313899022,1917000807806073060940,255299439443106049150,2072723303989421799723
18354494,240095884559504052605,1913052827925874394624,259599439443106049149,2068454620393646834329
18354515,241039252552809623920,1912116331436010449552,260619439443106049148,2067442050085517023173
18354519,245739586258913529456,1907450241089652375846,265697290133956653701,2062363528149303202604
18354524,245742823358364083002,1907447027576942778859,265700790133956653699,2062360053651637810779
18354527,245662846618415337821,1907526453344403300221,265614318094992036214,2062445929970965685681
18354543,246537788355622096426,1906657886910202714039,266560318094992036212,2061506823043255382509
18354548,242565789818725510429,1910602523812091535872,262265734288874865929,2065771823043255382508
18354551,237867342935764901992,1915268614158449609577,257185703742531874924,2070816869221697811766
18354553,237832698647683190696,1915303019901181207272,257148245823756702652,2070854069221697811764
18354556,237051240135268798769,1916079097779651692104,256303321274718622712,2071693176149408114915
18354561,237061413876399109915,1916068998127806858546,256314321274718622711,2071682256255843870917
