id,blockNumber,balance_0,balance_1,total_supply
422,18606491,53547881444947697234437,53856863727299129228309,99095483188916849442631
423,18606713,53487842582774123250075,53916918902841356457161,99095483188916849442631
424,18606724,53441957885771399157011,53962818988380224295710,99095483188916849442631
425,18606795,53381886471353142007358,54022914375148909342525,99095483188916849442631
426,18606797,53321833109139063739772,54082996039471057248060,99095483188916849442631
427,18606838,53472417230832055992649,53930343884023227612175,99093619279921026828073
428,18606861,53552133692731222056907,53850613296131950984298,99093619279921026828073
429,18606953,53551984784136819678760,53850762238888127937925,99093619279921026828073
430,18606983,53651395727130589223209,53751344361310155521793,99093619279921026828073
431,18607009,53647830327125806662041,53754910161310155521793,99093619279921026828073
432,18607117,53647408322440628653861,53755332214350155521792,99093619279921026828073
433,18607124,53636145045586139807865,53766596860868106480372,99093619279921026828073
434,18607249,53632323262475483443736,53770419143361644842109,99093619279921026828073
435,18607287,53629308254122257665118,53773434558063130408317,99093619279921026828073
436,18607325,53639308254122257665118,53763434252383005263673,99093619279921026828073
437,18607727,53478951088328946607400,53903020846217806530811,99074425898391541521598
438,18607732,53459801540594691021007,53922176451957806530810,99074425898391541521598
439,18607806,53427761434941569192201,53954269473866066302565,99074425898391541521598
440,18607806,53427761434941569192201,53954269473866066302565,99074425898391541521598
441,18607882,53446761434941569192201,53935264629664509277664,99074425898391541521598
442,18607949,53454365419623862020188,53927658827885761993910,99074425898391541521598
443,18608206,53471365419623862020188,53910655016873194104417,99074425898391541521598
444,18608208,53491365419623862020188,53890650978112417583647,99074425898391541521598
445,18608221,53592301971270576233809,53789701379861811518984,99074425898391541521598
446,18608223,53612301971270576233809,53769700248191411826669,99074425898391541521598
447,18608265,53606588026018829389751,53775415039177598754562,99074425898391541521598
448,18608307,53582592006171173310755,53799415039177598754561,99074425898391541521598
449,18608487,53559366546350014219370,53822645010465419354241,99074425898391541521598
450,18608548,53526812080399173961173,53855206891402371549048,99074425898391541521598
451,18608551,53524812577355415765916,53857206891402371549047,99074425898391541521598
452,18609001,53493792285176134741189,53888235509052662742884,99074425898391541521598
453,18609033,53441118484654889814578,53940926096654132830585,99074425898391541521598
454,18609190,53479618484654889814578,53902417349878189532201,99074425898391541521598
455,18609208,53468920587258798021761,53913118569051929565915,99074425898391541521598
456,18609340,53448827198347318202707,53933218569051929565914,99074425898391541521598
457,18609354,53449065098347318202707,53932980611736392484173,99074425898391541521598
458,18609585,53449014542409271721217,53933031184906015383443,99074425898391541521598
459,18609639,53454275542409271721217,53927768934481158401955,99074425898391541521598
460,18609840,53442650252606894309148,53939398194738208861892,99074425898391541521598
461,18609855,53442555137346467276922,53939493343154102026408,99074425898391541521598
462,18609999,53537302476548117138120,53844290333137735101743,99074022241454698954452
463,18610138,53536302711567306930763,53845290333137735101743,99074022241454698954452
464,18610176,53521306381008108416784,53860290333137735101742,99074022241454698954452
465,18610310,53521316381008108416784,53860280331600995745212,99074022241454698954452
466,18610320,53521326381008108416784,53860270330064376585496,99074022241454698954452
467,18610329,53521336381008108416784,53860260328527877622591,99074022241454698954452
468,18610347,53521346381008108416784,53860250326991498856495,99074022241454698954452
469,18610384,53519346890591449254508,53862250326991498856493,99074022241454698954452
470,18610403,53496354959198379773600,53885248463422977326711,99074022241454698954452
471,18610457,53496572691338761251520,53885030691319532220650,99074022241454698954452
472,18610462,53396607033005806539683,53985030691319532220650,99074022241454698954452
473,18610474,53466607033005806539683,53915012385247889091824,99074022241454698954452
474,18610496,53385914154424734909218,53985027190229174120589,99064144914817906862572
475,18610528,53285961153368235157015,54085027190229174120588,99064144914817906862572
476,18610529,53456568668030867166092,53914363770420362822402,99064144914817906862572
477,18610529,53456568668030867166092,53914363770420362822402,99064144914817906862572
478,18610556,53490562517284926234051,53880362963484636602048,99064144914817906862572
479,18610581,53562712517284926234051,53808202799355927909352,99064144914817906862572
480,18610820,53512723861166610042059,53857118894366189875218,99063144914817906862572
481,18610921,53494628708057614888646,53875218894366189875218,99063144914817906862572
482,18611458,53468858176965272014164,53879218894366189875218,99043054706911868586637
483,18611539,53473824462755916028174,53874251646777274935620,99043054706911868586637
484,18611556,53553824462897160601910,53794240239893177422918,99043054706911868586637
485,18611798,53552803095943224406801,53795261806141687376544,99043054706911868586637
486,18611822,53531494567684576861435,53816574778303159649395,99043054706911868586637
487,18611895,53408620987198513280342,53939522346090554245282,99043054706911868586637
488,18611895,53408620987198513280342,53939522346090554245282,99043054706911868586637
489,18611901,53404562992981292131631,53943581848241863670036,99043054706911868586637
490,18612087,53429062991737769127660,53919075502374143842892,99043054706911868586637
491,18612094,53427063683041979243011,53921075502374143842891,99043054706911868586637
492,18612139,53515418743485856197138,53832703317191614704897,99043054706911868586637
493,18612166,53515946339552518870663,53832175647059763248611,99043054706911868586637
494,18612212,53507901091924712603383,53840222865162129435362,99043054706911868586637
495,18612347,53481168609276507882660,53866962454239599311160,99043054706911868586637
496,18612374,53602158081130917085594,53745959776586128244642,99043054706911868586637
497,18612378,53598226973980426327370,53751912029591875736580,99044918850006521603826
498,18612381,53588229861049397157944,53761910625937322210460,99044918850006521603826
499,18612533,53579248696718854585042,53763988313575184912599,99038548342393374431402
500,18612575,53575749267658028272827,53767488313575184912598,99038548342393374431402
501,18612576,53564117253228943778365,53779122331608109951645,99038548342393374431402
502,18612586,53563584366314425997035,53779655314209089858083,99038548342393374431402
503,18612603,53563551818198246634327,53779687868180751802096,99038548342393374431402
504,18612644,53563502314002650740955,53779737381284710863659,99038548342393374431402
505,18612646,53562969532337776587853,53780270259011056447316,99038548342393374431402
506,18612657,53551337696616287409557,53791904277043981486363,99038548342393374431402
507,18612718,53547332353344087135463,53795910409435264007180,99038548342393374431402
508,18612726,53547299805863831465826,53795942963406925951194,99038548342393374431402
509,18612810,53561683750352998333624,53781557712862485344875,99038548342393374431402
510,18612950,53556684676054147858067,53786557712862485344875,99038548342393374431402
511,18613123,53553124484753850325062,53795320953172467679466,99038548342393374431402
512,18613168,53522949284260973096896,53825502602803764133345,99038548342393374431402
513,18613300,53511951906880262059227,53836502602803764133344,99038548342393374431402
514,18613424,53510922159897213231028,53837532602803764133344,99038548342393374431402
515,18613541,53450854176703620825166,53897617551936784806751,99038548342393374431402
516,18613544,53390798752828531064314,53957694276335002343988,99038548342393374431402
517,18613568,53290843824794082150475,54057694276335002343987,99038548342393374431402
518,18613599,53290942949794082150475,54057595110600310702970,99038548342393374431402
519,18613679,53455178358257976896944,53868908742582479945601,99016036062697076996250
520,18613679,53455178358257976896944,53868908742582479945601,99016036062697076996250
521,18613818,53396407941001558569995,53927698795655183797437,99016036062697076996250
522,18613821,53498407941001558569995,53825677571299267971342,99016036062697076996250
523,18613955,53553327654631622714181,53762751656087593225033,99008655308014876996250
524,18614003,53503338825627835209535,53812750781866696902412,99008655308014876996250
